Club,Elo,From,To
Norwich,1463.25427246,2018-09-19,2018-09-19
Norwich,1469.04748535,2018-09-20,2018-09-20
Norwich,1471.37390137,2018-09-21,2018-09-22
Norwich,1479.77355957,2018-09-23,2018-09-29
Norwich,1484.6484375,2018-09-30,2018-10-02
Norwich,1484.5793457,2018-10-03,2018-10-03
Norwich,1480.91101074,2018-10-04,2018-10-04
Norwich,1482.76086426,2018-10-05,2018-10-06
Norwich,1475.25732422,2018-10-07,2018-10-20
Norwich,1484.24304199,2018-10-21,2018-10-23
Norwich,1492.59082031,2018-10-24,2018-10-24
Norwich,1492.65661621,2018-10-25,2018-10-25
Norwich,1495.2767334,2018-10-26,2018-10-27
Norwich,1501.72180176,2018-10-28,2018-11-03
Norwich,1519.11035156,2018-11-04,2018-11-06
Norwich,1514.14453125,2018-11-07,2018-11-07
Norwich,1520.13696289,2018-11-08,2018-11-08
Norwich,1518.94873047,2018-11-09,2018-11-10
Norwich,1524.02966309,2018-11-11,2018-11-24
Norwich,1543.39147949,2018-11-25,2018-11-27
Norwich,1541.08618164,2018-11-28,2018-11-28
Norwich,1540.18945312,2018-11-29,2018-11-29
Norwich,1542.76318359,2018-11-30,2018-12-01
Norwich,1547.4296875,2018-12-02,2018-12-08
Norwich,1549.94567871,2018-12-09,2018-12-11
Norwich,1553.09143066,2018-12-12,2018-12-12
Norwich,1551.07287598,2018-12-13,2018-12-13
Norwich,1548.86376953,2018-12-14,2018-12-15
Norwich,1548.2253418,2018-12-16,2018-12-22
Norwich,1554.41625977,2018-12-23,2018-12-26
Norwich,1550.81481934,2018-12-27,2018-12-29
Norwich,1540.57226562,2018-12-30,2019-01-01
Norwich,1540.04785156,2019-01-02,2019-01-12
Norwich,1542.87609863,2019-01-13,2019-01-18
Norwich,1550.29602051,2019-01-19,2019-01-26
Norwich,1547.97595215,2019-01-27,2019-02-02
Norwich,1560.69030762,2019-02-03,2019-02-10
Norwich,1564.85046387,2019-02-11,2019-02-12
Norwich,1560.88024902,2019-02-13,2019-02-13
Norwich,1553.34912109,2019-02-14,2019-02-14
Norwich,1552.3314209,2019-02-15,2019-02-16
Norwich,1560.63513184,2019-02-17,2019-02-19
Norwich,1560.0032959,2019-02-20,2019-02-20
Norwich,1560.65698242,2019-02-21,2019-02-21
Norwich,1563.64562988,2019-02-22,2019-02-23
Norwich,1569.30603027,2019-02-24,2019-03-02
Norwich,1577.65759277,2019-03-03,2019-03-05
Norwich,1579.12023926,2019-03-06,2019-03-06
Norwich,1585.97497559,2019-03-07,2019-03-07
Norwich,1584.1887207,2019-03-08,2019-03-08
Norwich,1589.18212891,2019-03-09,2019-03-12
Norwich,1589.68859863,2019-03-13,2019-03-13
Norwich,1599.01367188,2019-03-14,2019-03-14
Norwich,1605.19152832,2019-03-15,2019-03-16
Norwich,1609.72497559,2019-03-17,2019-03-17
Norwich,1609.72497559,2019-03-18,2019-03-30
Norwich,1617.78198242,2019-03-31,2019-03-31
Norwich,1617.78198242,2019-04-01,2019-04-02
Norwich,1617.78198242,2019-04-03,2019-04-05
Norwich,1617.78198242,2019-04-06,2019-04-06
Norwich,1622.62731934,2019-04-07,2019-04-08
Norwich,1622.62731934,2019-04-09,2019-04-09
Norwich,1624.09973145,2019-04-10,2019-04-10
Norwich,1616.08276367,2019-04-11,2019-04-11
Norwich,1619.95507812,2019-04-12,2019-04-14
Norwich,1615.97644043,2019-04-15,2019-04-16
Norwich,1614.16027832,2019-04-17,2019-04-17
Norwich,1615.53442383,2019-04-18,2019-04-18
Norwich,1617.71289062,2019-04-19,2019-04-19
Norwich,1613.10217285,2019-04-20,2019-04-20
Norwich,1613.10217285,2019-04-21,2019-04-21
Norwich,1613.10217285,2019-04-22,2019-04-22
Norwich,1612.22021484,2019-04-23,2019-04-23
Norwich,1612.22021484,2019-04-24,2019-04-26
Norwich,1612.22021484,2019-04-27,2019-04-27
Norwich,1615.27099609,2019-04-28,2019-04-28
Norwich,1615.27099609,2019-04-29,2019-04-30
Norwich,1611.86950684,2019-05-01,2019-05-01
Norwich,1607.91687012,2019-05-02,2019-05-02
