Club,Elo,From,To
Middlesbrough,1585.43725586,2018-08-25,2018-08-30
Middlesbrough,1582.95288086,2018-08-31,2018-08-31
Middlesbrough,1582.80371094,2018-09-01,2018-09-15
Middlesbrough,1573.08837891,2018-09-16,2018-09-18
Middlesbrough,1571.24951172,2018-09-19,2018-09-19
Middlesbrough,1573.06384277,2018-09-20,2018-09-20
Middlesbrough,1575.39038086,2018-09-21,2018-09-22
Middlesbrough,1574.06408691,2018-09-23,2018-09-29
Middlesbrough,1572.14257812,2018-09-30,2018-10-02
Middlesbrough,1580.39831543,2018-10-03,2018-10-03
Middlesbrough,1574.24108887,2018-10-04,2018-10-04
Middlesbrough,1576.09082031,2018-10-05,2018-10-06
Middlesbrough,1557.5177002,2018-10-07,2018-10-19
Middlesbrough,1565.828125,2018-10-20,2018-10-23
Middlesbrough,1559.9407959,2018-10-24,2018-10-24
Middlesbrough,1560.0065918,2018-10-25,2018-10-25
Middlesbrough,1562.62670898,2018-10-26,2018-10-27
Middlesbrough,1560.01025391,2018-10-28,2018-11-03
Middlesbrough,1562.04943848,2018-11-04,2018-11-06
Middlesbrough,1557.08374023,2018-11-07,2018-11-07
Middlesbrough,1563.07617188,2018-11-08,2018-11-08
Middlesbrough,1561.88781738,2018-11-09,2018-11-10
Middlesbrough,1566.21398926,2018-11-11,2018-11-24
Middlesbrough,1574.0267334,2018-11-25,2018-11-27
Middlesbrough,1572.5213623,2018-11-28,2018-11-28
Middlesbrough,1571.62463379,2018-11-29,2018-11-29
Middlesbrough,1574.19836426,2018-11-30,2018-12-01
Middlesbrough,1555.97900391,2018-12-02,2018-12-08
Middlesbrough,1550.74365234,2018-12-09,2018-12-11
Middlesbrough,1553.8894043,2018-12-12,2018-12-12
Middlesbrough,1551.87072754,2018-12-13,2018-12-13
Middlesbrough,1549.66174316,2018-12-14,2018-12-15
Middlesbrough,1540.30773926,2018-12-16,2018-12-22
Middlesbrough,1546.17651367,2018-12-23,2018-12-26
Middlesbrough,1533.93664551,2018-12-27,2018-12-29
Middlesbrough,1538.64831543,2018-12-30,2019-01-01
Middlesbrough,1539.96142578,2019-01-02,2019-01-12
Middlesbrough,1548.27893066,2019-01-13,2019-01-19
Middlesbrough,1543.79541016,2019-01-20,2019-02-02
Middlesbrough,1554.89538574,2019-02-03,2019-02-09
Middlesbrough,1552.16894531,2019-02-10,2019-02-12
Middlesbrough,1548.19873047,2019-02-13,2019-02-13
Middlesbrough,1544.93994141,2019-02-14,2019-02-14
Middlesbrough,1543.92224121,2019-02-15,2019-02-17
Middlesbrough,1550.58764648,2019-02-18,2019-02-19
Middlesbrough,1549.95581055,2019-02-20,2019-02-20
Middlesbrough,1550.609375,2019-02-21,2019-02-21
Middlesbrough,1553.59814453,2019-02-22,2019-02-23
Middlesbrough,1559.06140137,2019-02-24,2019-03-02
Middlesbrough,1555.95251465,2019-03-03,2019-03-05
Middlesbrough,1557.41516113,2019-03-06,2019-03-06
Middlesbrough,1564.26977539,2019-03-07,2019-03-07
Middlesbrough,1562.48364258,2019-03-08,2019-03-09
Middlesbrough,1551.34484863,2019-03-10,2019-03-12
Middlesbrough,1551.85131836,2019-03-13,2019-03-13
Middlesbrough,1546.79211426,2019-03-14,2019-03-14
Middlesbrough,1552.96984863,2019-03-15,2019-03-16
Middlesbrough,1542.41955566,2019-03-17,2019-03-30
Middlesbrough,1534.36254883,2019-03-31,2019-04-02
Middlesbrough,1524.42407227,2019-04-03,2019-04-06
Middlesbrough,1515.43469238,2019-04-07,2019-04-09
Middlesbrough,1524.41040039,2019-04-10,2019-04-10
Middlesbrough,1522.90844727,2019-04-11,2019-04-11
Middlesbrough,1526.78076172,2019-04-12,2019-04-13
Middlesbrough,1532.94458008,2019-04-14,2019-04-16
Middlesbrough,1531.12841797,2019-04-17,2019-04-17
Middlesbrough,1532.50256348,2019-04-18,2019-04-18
Middlesbrough,1534.68103027,2019-04-19,2019-04-19
Middlesbrough,1540.78857422,2019-04-20,2019-04-22
Middlesbrough,1526.47338867,2019-04-23,2019-04-27
