Club,Elo,From,To
West Brom,1581.84179688,2018-11-11,2018-11-23
West Brom,1586.81884766,2018-11-24,2018-11-27
West Brom,1586.05908203,2018-11-28,2018-11-28
West Brom,1593.97949219,2018-11-29,2018-11-29
West Brom,1596.55310059,2018-11-30,2018-12-01
West Brom,1596.55310059,2018-12-02,2018-12-03
West Brom,1591.75280762,2018-12-04,2018-12-05
West Brom,1591.75280762,2018-12-06,2018-12-07
West Brom,1589.19946289,2018-12-08,2018-12-08
West Brom,1589.19946289,2018-12-09,2018-12-11
West Brom,1592.34533691,2018-12-12,2018-12-12
West Brom,1590.32666016,2018-12-13,2018-12-13
West Brom,1588.11755371,2018-12-14,2018-12-14
West Brom,1595.5012207,2018-12-15,2018-12-22
West Brom,1604.40307617,2018-12-23,2018-12-26
West Brom,1607.54284668,2018-12-27,2018-12-29
West Brom,1602.18286133,2018-12-30,2018-12-30
West Brom,1602.18286133,2018-12-31,2019-01-01
West Brom,1590.39099121,2019-01-02,2019-01-06
West Brom,1590.39099121,2019-01-07,2019-01-11
West Brom,1590.39099121,2019-01-12,2019-01-12
West Brom,1587.56274414,2019-01-13,2019-01-21
West Brom,1592.57666016,2019-01-22,2019-01-31
West Brom,1592.57666016,2019-02-01,2019-02-01
West Brom,1592.57666016,2019-02-02,2019-02-02
West Brom,1581.4765625,2019-02-03,2019-02-09
West Brom,1589.2298584,2019-02-10,2019-02-12
West Brom,1580.48962402,2019-02-13,2019-02-13
West Brom,1584.34460449,2019-02-14,2019-02-14
West Brom,1583.3269043,2019-02-15,2019-02-16
West Brom,1594.68847656,2019-02-17,2019-02-19
West Brom,1599.38232422,2019-02-20,2019-02-20
West Brom,1600.03588867,2019-02-21,2019-02-21
West Brom,1603.0246582,2019-02-22,2019-02-23
West Brom,1592.08630371,2019-02-24,2019-03-01
West Brom,1575.76501465,2019-03-02,2019-03-05
West Brom,1577.2277832,2019-03-06,2019-03-06
West Brom,1584.08239746,2019-03-07,2019-03-07
West Brom,1582.29626465,2019-03-08,2019-03-09
West Brom,1575.35119629,2019-03-10,2019-03-12
West Brom,1575.85766602,2019-03-13,2019-03-13
West Brom,1590.18249512,2019-03-14,2019-03-14
West Brom,1596.36035156,2019-03-15,2019-03-16
West Brom,1604.37963867,2019-03-17,2019-03-17
West Brom,1604.37963867,2019-03-18,2019-03-29
West Brom,1607.92248535,2019-03-30,2019-03-30
West Brom,1607.92248535,2019-03-31,2019-03-31
West Brom,1607.92248535,2019-04-01,2019-04-04
West Brom,1607.92248535,2019-04-05,2019-04-05
West Brom,1607.92248535,2019-04-06,2019-04-06
West Brom,1592.97851562,2019-04-07,2019-04-09
West Brom,1586.63842773,2019-04-10,2019-04-10
West Brom,1585.13659668,2019-04-11,2019-04-11
West Brom,1589.00891113,2019-04-12,2019-04-13
West Brom,1597.80126953,2019-04-14,2019-04-14
West Brom,1597.80126953,2019-04-15,2019-04-16
West Brom,1595.98510742,2019-04-17,2019-04-17
West Brom,1597.35925293,2019-04-18,2019-04-18
West Brom,1599.5378418,2019-04-19,2019-04-19
West Brom,1603.80761719,2019-04-20,2019-04-20
West Brom,1603.80761719,2019-04-21,2019-04-21
West Brom,1603.80761719,2019-04-22,2019-04-22
West Brom,1601.33007812,2019-04-23,2019-04-25
West Brom,1601.33007812,2019-04-26,2019-04-27
West Brom,1603.52148438,2019-04-28,2019-04-28
West Brom,1603.52148438,2019-04-29,2019-04-30
West Brom,1600.11999512,2019-05-01,2019-05-01
West Brom,1596.1673584,2019-05-02,2019-05-02
West Brom,1599.44348145,2019-05-03,2019-05-05
West Brom,1588.64648438,2019-05-06,2019-05-07
West Brom,1596.47998047,2019-05-08,2019-05-08
West Brom,1601.5703125,2019-05-09,2019-05-09
West Brom,1602.47180176,2019-05-10,2019-05-11
West Brom,1599.09301758,2019-05-12,2019-05-12
West Brom,1599.09301758,2019-05-13,2019-05-14
West Brom,1610.85205078,2019-05-15,2019-05-18
West Brom,1610.85205078,2019-05-19,2019-05-26
West Brom,1610.85205078,2019-05-27,2019-05-27
West Brom,1610.85205078,2019-05-28,2019-07-25
West Brom,1610.86340332,2019-07-26,2019-08-01
West Brom,1610.87060547,2019-08-02,2019-08-03
West Brom,1617.93347168,2019-08-04,2019-08-08
West Brom,1618.10461426,2019-08-09,2019-08-10
West Brom,1612.51086426,2019-08-11,2019-08-13
West Brom,1612.51086426,2019-08-14,2019-08-15
West Brom,1612.61376953,2019-08-16,2019-08-17
West Brom,1617.37670898,2019-08-18,2019-08-18
West Brom,1617.37670898,2019-08-19,2019-08-21
West Brom,1611.60925293,2019-08-22,2019-08-22
West Brom,1614.57751465,2019-08-23,2019-08-24
West Brom,1615.25817871,2019-08-25,2019-08-28
